Geographic Area Name,Median income estimate
"Duran CDP, New Mexico",-
"Eagle Nest village, New Mexico",29904
"East Pecos CDP, New Mexico",-
"Edgewood town, New Mexico",41398
"Edith Enclave CDP, New Mexico",33000
"El Cerro CDP, New Mexico",29605
"El Cerro Mission CDP, New Mexico",19239
"Eldorado at Santa Fe CDP, New Mexico",56278
"El Duende CDP, New Mexico",40800
"Elephant Butte city, New Mexico",32128
"Elida town, New Mexico",44583
"El Morro Valley CDP, New Mexico",-
"El Rancho CDP, New Mexico",42917
"El Rito CDP, New Mexico",22511
"El Valle de Arroyo Seco CDP, New Mexico",42660
"Encantado CDP, New Mexico",-
"Encinal CDP, New Mexico",-
"Encino village, New Mexico",-
"Ensenada CDP, New Mexico",-
"Escondida CDP, New Mexico",-
"Escudilla Bonita CDP, New Mexico",-
"Española city, New Mexico",31287
"Estancia town, New Mexico",20380
"Eunice city, New Mexico",26703
"Fairacres CDP, New Mexico",42727
"Farmington city, New Mexico",31210
"Faywood CDP, New Mexico",-
"Fence Lake CDP, New Mexico",-
"Flora Vista CDP, New Mexico",27860
"Floyd village, New Mexico",-
"Folsom village, New Mexico",46250
"Fort Sumner village, New Mexico",35885
"Fort Wingate CDP, New Mexico",96328
"Fruitland CDP, New Mexico",-
"Galisteo CDP, New Mexico",16992
"Gallina CDP, New Mexico",44250
"Gallup city, New Mexico",29109
"Gamerco CDP, New Mexico",14892
"Garfield CDP, New Mexico",-
"Gila CDP, New Mexico",11728
"Gila Hot Springs CDP, New Mexico",-
"Glen Acres CDP, New Mexico",23750
"Glenwood CDP, New Mexico",-
"Glorieta CDP, New Mexico",26302
"Golden CDP, New Mexico",-
"Golden Acres CDP, New Mexico",-
"Grady village, New Mexico",55291
"Grants city, New Mexico",30034
"Grenville village, New Mexico",29265
"Hachita CDP, New Mexico",-
"Hagerman town, New Mexico",23464
"Hanover CDP, New Mexico",18320
"Happy Valley CDP, New Mexico",19205
"Hatch village, New Mexico",19480
"Haystack CDP, New Mexico",9069
"Hernandez CDP, New Mexico",19500
"Highland Meadows CDP, New Mexico",22269
"High Rolls CDP, New Mexico",39700
"Hillsboro CDP, New Mexico",15481
"Hobbs city, New Mexico",34377
"Holloman AFB CDP, New Mexico",30974
"Homer C Jones CDP, New Mexico",-
"Homestead CDP, New Mexico",-
"Hope village, New Mexico",61607
"Hot Springs Landing CDP, New Mexico",-
"House village, New Mexico",-
"Hurley town, New Mexico",22074
"Hyde Park CDP, New Mexico",61641
"Indian Hills CDP, New Mexico",18727
"Isleta CDP, New Mexico",21875
"Iyanbito CDP, New Mexico",23792
"Jacona CDP, New Mexico",43750
"Jaconita CDP, New Mexico",43625
"Jal city, New Mexico",39063
"Jamestown CDP, New Mexico",47578
"Jarales CDP, New Mexico",35602
"Jemez Pueblo CDP, New Mexico",23214
"Jemez Springs village, New Mexico",48393
"Keeler Farm CDP, New Mexico",19441
"Kingston CDP, New Mexico",-
"Kirtland town, New Mexico",42750
"Kirtland AFB CDP, New Mexico",38966
"La Bajada CDP, New Mexico",30417
"La Boca CDP, New Mexico",-
"La Cienega CDP, New Mexico",31250
"La Cueva CDP (Sandoval County), New Mexico",63125
"La Cueva CDP (Santa Fe County), New Mexico",30917
"Laguna CDP, New Mexico",36139
"La Hacienda CDP, New Mexico",21268
"La Huerta CDP, New Mexico",68750
"La Jara CDP, New Mexico",-
"La Joya CDP, New Mexico",47799
"Lake Arthur town, New Mexico",26250
"Lake Roberts CDP, New Mexico",-
"Lake Roberts Heights CDP, New Mexico",-
"Lake Sumner CDP, New Mexico",-
"Lake Valley CDP, New Mexico",19063
"La Luz CDP, New Mexico",23915
"La Madera CDP (Rio Arriba County), New Mexico",-
"La Madera CDP (Sandoval County), New Mexico",56813
"La Mesa CDP, New Mexico",16990
"La Mesilla CDP, New Mexico",40938
"Lamy CDP, New Mexico",-
"La Plata CDP, New Mexico",31809
"La Puebla CDP, New Mexico",49294
"Las Campanas CDP, New Mexico",94131
"Las Cruces city, New Mexico",31394
"Las Maravillas CDP, New Mexico",34781
"Las Nutrias CDP, New Mexico",-
"Las Palomas CDP, New Mexico",-
"Las Tusas CDP, New Mexico",18305
"Las Vegas city, New Mexico",22332
"La Tierra CDP, New Mexico",-
"La Union CDP, New Mexico",33545
"La Villita CDP, New Mexico",42743
"Lee Acres CDP, New Mexico",22418
"Lemitar CDP, New Mexico",58475
"Lindrith CDP, New Mexico",30216
"Little Walnut Village CDP, New Mexico",38428
"Livingston Wheeler CDP, New Mexico",41008
"Llano del Medio CDP, New Mexico",-
"Lobo Canyon CDP, New Mexico",-
"Loco Hills CDP, New Mexico",-
"Logan village, New Mexico",19410
"Lordsburg city, New Mexico",23657
"Los Alamos CDP, New Mexico",85983
"Los Cerrillos CDP, New Mexico",22542
"Los Chaves CDP, New Mexico",27568
"Los Luceros CDP, New Mexico",-
"Los Lunas village, New Mexico",36458
"Los Ojos CDP, New Mexico",-
"Los Ranchos de Albuquerque village, New Mexico",45085
"Loving village, New Mexico",38433
"Lovington city, New Mexico",29874
"Lower Frisco CDP, New Mexico",-
"Luis Lopez CDP, New Mexico",57721
"Lumberton CDP, New Mexico",16042
"Luna CDP, New Mexico",20457
"Lybrook CDP, New Mexico",47932
"Lyden CDP, New Mexico",-
"McCartys Village CDP, New Mexico",23007
"McGaffey CDP, New Mexico",-
"McIntosh CDP, New Mexico",19002
"Madrid CDP, New Mexico",-
"Madrone CDP, New Mexico",18458
"Magdalena village, New Mexico",31607
"Malaga CDP, New Mexico",113875
"Manuelito CDP, New Mexico",19821
"Manzano CDP, New Mexico",-
"Manzano Springs CDP, New Mexico",-
"Maxwell village, New Mexico",35000
"Mayhill CDP, New Mexico",35417
"Meadow Lake CDP, New Mexico",20228
"Medanales CDP, New Mexico",-
"Melrose village, New Mexico",25192
"Mescalero CDP, New Mexico",22679
"Mesilla town, New Mexico",40493
"Mesita CDP, New Mexico",51528
"Mesquite CDP, New Mexico",-
"Middle Frisco CDP, New Mexico",-
"Middle Mesa CDP, New Mexico",27188
"Midway CDP, New Mexico",20899
"Milan village, New Mexico",23859
"Mimbres CDP, New Mexico",47596
"Mogollon CDP, New Mexico",-
"Monterey Park CDP, New Mexico",14440
"Monument CDP, New Mexico",46083
"Moquino CDP, New Mexico",-
"Mora CDP, New Mexico",26490
"Moriarty city, New Mexico",17819
"Morningside CDP, New Mexico",-
"Mosquero village, New Mexico",19063
"Mountainair town, New Mexico",19489
"Mountain View CDP (Cibola County), New Mexico",13309
"Mountain View CDP (Luna County), New Mexico",-
"Mount Taylor CDP, New Mexico",-
"Nadine CDP, New Mexico",-
"Nageezi CDP, New Mexico",-
"Nakaibito CDP, New Mexico",18333
"Nambe CDP, New Mexico",35025
"Napi Headquarters CDP, New Mexico",16442
"Nara Visa CDP, New Mexico",-
"Naschitti CDP, New Mexico",14464
"Navajo CDP, New Mexico",21277
"Navajo Dam CDP, New Mexico",-
"Nenahnezad CDP, New Mexico",23125
"Newcomb CDP, New Mexico",26528
"Newkirk CDP, New Mexico",-
"Nogal CDP, New Mexico",-
"North Acomita Village CDP, New Mexico",-
"North Hobbs CDP, New Mexico",30446
"North Hurley CDP, New Mexico",-
"North Light Plant CDP, New Mexico",-
"North San Ysidro CDP, New Mexico",-
"North Valley CDP, New Mexico",30587
"Oasis CDP, New Mexico",11411
"Ohkay Owingeh CDP, New Mexico",45294
"Ojo Amarillo CDP, New Mexico",18162
"Ojo Caliente CDP, New Mexico",-
"Ojo Encino CDP, New Mexico",10238
"Ojo Sarco CDP, New Mexico",15333
"Old Town CDP, New Mexico",-
"Organ CDP, New Mexico",133317
"Orogrande CDP, New Mexico",-
"Paa-Ko CDP, New Mexico",86071
"Paguate CDP, New Mexico",-
"Pajarito Mesa CDP, New Mexico",-
"Paradise Hills CDP, New Mexico",33940
"Paraje CDP, New Mexico",16703
"Pastura CDP, New Mexico",-
"Peak Place CDP, New Mexico",28417
"Pecan Park CDP, New Mexico",55913
"Pecos village, New Mexico",46190
"Peña Blanca CDP, New Mexico",36563
"Peñasco CDP, New Mexico",20389
"Peralta town, New Mexico",41629
"Picacho Hills CDP, New Mexico",54621
"Picuris Pueblo CDP, New Mexico",22500
"Pie Town CDP, New Mexico",-
"Pinedale CDP, New Mexico",12170
"Pinehaven CDP, New Mexico",-
"Pinehill CDP, New Mexico",-
"Pinon CDP, New Mexico",-
"Pinos Altos CDP, New Mexico",16875
"Placitas CDP (Doña Ana County), New Mexico",11672
"Placitas CDP (Sandoval County), New Mexico",51463
"Playas CDP, New Mexico",32679
"Pleasanton CDP, New Mexico",24406
"Pojoaque CDP, New Mexico",34971
"Polvadera CDP, New Mexico",26815
"Ponderosa CDP, New Mexico",29511
"Ponderosa Pine CDP, New Mexico",36818
"Portales city, New Mexico",26903
"Prewitt CDP, New Mexico",-
"Pueblito CDP, New Mexico",18000
"Pueblitos CDP, New Mexico",43661
"Pueblo CDP, New Mexico",97955
"Pueblo of Sandia Village CDP, New Mexico",24063
"Pueblo Pintado CDP, New Mexico",32500
"Puerto de Luna CDP, New Mexico",83630
"Pulpotio Bareas CDP, New Mexico",13250
"Punta de Agua CDP, New Mexico",-
"Purty Rock CDP, New Mexico",27273
"Quemado CDP, New Mexico",34095
"Questa village, New Mexico",26050
"Radium Springs CDP, New Mexico",26491
"Ramah CDP, New Mexico",58149
"Rancho Grande CDP, New Mexico",26042
"Ranchos de Taos CDP, New Mexico",32191
"Raton city, New Mexico",30720
"Red River town, New Mexico",22408
"Redrock CDP, New Mexico",-
"Red Rock Ranch CDP, New Mexico",-
"Regina CDP, New Mexico",58125
"Reserve village, New Mexico",22118
"Ribera CDP, New Mexico",41194
"Rincon CDP, New Mexico",13144
"Rio Chiquito CDP, New Mexico",76016
"Rio Communities city, New Mexico",22534
"Rio en Medio CDP, New Mexico",76458
"Rio Lucio CDP, New Mexico",29167
"Rio Rancho city, New Mexico",41532
"Rio Rancho Estates CDP, New Mexico",26587
"Rivers CDP, New Mexico",-
"Rock Springs CDP, New Mexico",29145
"Rodeo CDP, New Mexico",-
"Rodey CDP, New Mexico",31923
"Rosedale CDP, New Mexico",33438
"Roswell city, New Mexico",27201
"Rowe CDP, New Mexico",28286
"Roy village, New Mexico",32857
"Ruidoso village, New Mexico",28353
"Ruidoso Downs city, New Mexico",22673
"Sacramento CDP, New Mexico",-
"Sagar CDP, New Mexico",118042
"Salem CDP, New Mexico",16375
"San Acacia CDP, New Mexico",-
"San Antonio CDP, New Mexico",-
"San Antonito CDP (Bernalillo County), New Mexico",40893
"San Antonito CDP (Socorro County), New Mexico",-
"San Cristobal CDP, New Mexico",-
"Sandia Heights CDP, New Mexico",66740
"Sandia Knolls CDP, New Mexico",38542
"Sandia Park CDP, New Mexico",49886
"San Felipe Pueblo CDP, New Mexico",19679
"San Fidel CDP, New Mexico",-
"San Ildefonso Pueblo CDP, New Mexico",41964
"San Jon village, New Mexico",32917
"San Jose CDP (Rio Arriba County), New Mexico",44700
"San Jose CDP (San Miguel County), New Mexico",-
"San Lorenzo CDP, New Mexico",31875
"San Luis CDP, New Mexico",-
"San Mateo CDP, New Mexico","2,500-"
"San Miguel CDP, New Mexico",30734
"Sanostee CDP, New Mexico",21250
"San Pablo CDP, New Mexico",37054
"San Pedro CDP, New Mexico",65091
"San Rafael CDP, New Mexico",29896
"Santa Ana Pueblo CDP, New Mexico",31615
"Santa Clara village, New Mexico",23358
"Santa Clara Pueblo CDP, New Mexico",30478
"Santa Cruz CDP, New Mexico",22917
"Santa Fe city, New Mexico",38994
"Santa Fe Foothills CDP, New Mexico",76136
"Santa Rosa city, New Mexico",24630
"Santa Teresa CDP, New Mexico",27953
"Santo Domingo Pueblo CDP, New Mexico",26532
"San Ysidro CDP, New Mexico",40830
"San Ysidro village, New Mexico",-
"Sausal CDP, New Mexico",20690
"Seama CDP, New Mexico",19343
"Seboyeta CDP, New Mexico",29459
"Sedillo CDP, New Mexico",41667
"Sena CDP, New Mexico",23179
"Seton Village CDP, New Mexico",130139
"Sheep Springs CDP, New Mexico",20114
"Shiprock CDP, New Mexico",24420
"Silver City town, New Mexico",26836
"Skyline-Ganipa CDP, New Mexico",28100
"Socorro city, New Mexico",21344
"Soham CDP, New Mexico",-
"Sombrillo CDP, New Mexico",-
"South Acomita Village CDP, New Mexico",20964
"South River CDP, New Mexico",27423
"South Valley CDP, New Mexico",27774
"Spencerville CDP, New Mexico",27457
"Springer town, New Mexico",25820
"Stanley CDP, New Mexico",-
"Stoneridge CDP, New Mexico",-
"Sundance CDP, New Mexico",23269
"Sunland Park city, New Mexico",27306
"Sunlit Hills CDP, New Mexico",54444
"Sunshine CDP, New Mexico",29022
"Tajique CDP, New Mexico",46224
"Talpa CDP, New Mexico",37458
"Tano Road CDP, New Mexico",76771
"Taos town, New Mexico",22739
"Taos Pueblo CDP, New Mexico",17993
"Taos Ski Valley village, New Mexico",63594
"Tatum town, New Mexico",36739
"Tecolote CDP, New Mexico",21719
"Tecolotito CDP, New Mexico",10435
"Tesuque CDP, New Mexico",50375
"Tesuque Pueblo CDP, New Mexico",34022
"Texico city, New Mexico",24648
"Thoreau CDP, New Mexico",24926
"Thunder Mountain CDP, New Mexico",30551
"Tierra Amarilla CDP, New Mexico",30273
"Tijeras village, New Mexico",38068
"Timberlake CDP, New Mexico",10827
"Timberon CDP, New Mexico",19044
"Tohatchi CDP, New Mexico",24375
"Tome CDP, New Mexico",37636
"Torreon CDP (Sandoval County), New Mexico",28875
"Torreon CDP (Torrance County), New Mexico",35625
"Tortugas CDP, New Mexico",24844
"Totah Vista CDP, New Mexico",-
"Tres Arroyos CDP, New Mexico",43951
"Trout Valley CDP, New Mexico",-
"Truchas CDP, New Mexico",24210
"Truth or Consequences city, New Mexico",22718
"Tse Bonito CDP, New Mexico",26793
"Tucumcari city, New Mexico",27479
"Tularosa village, New Mexico",24396
"Turley CDP, New Mexico",22224
"Twin Forks CDP, New Mexico",53618
"Twin Lakes CDP, New Mexico",16164
"Tyrone CDP, New Mexico",32039
"University Park CDP, New Mexico",6771
"Upper Fruitland CDP, New Mexico",22755
"Ute Park CDP, New Mexico",-
"Vadito CDP, New Mexico",32656
"Vado CDP, New Mexico",20790
"Valencia CDP (Santa Fe County), New Mexico",110833
"Valencia CDP (Valencia County), New Mexico",43080
"Valle Vista CDP, New Mexico",22571
"Vanderwagen CDP, New Mexico",-
"Vaughn town, New Mexico",7298
"Veguita CDP, New Mexico",-
"Velarde CDP, New Mexico",63707
"Ventura CDP, New Mexico",13945
"Villanueva CDP, New Mexico",29886
"Virden village, New Mexico",-
"Wagon Mound village, New Mexico",31447
"Waterflow CDP, New Mexico",34983
"Watrous CDP, New Mexico",-
"Weed CDP, New Mexico",-
"West Hammond CDP, New Mexico",27389
"White Cliffs CDP, New Mexico",35449
"White Rock CDP, New Mexico",79792
"White Sands CDP, New Mexico",31612
"Whites City CDP, New Mexico",-
"White Signal CDP, New Mexico",-
"Willard village, New Mexico",-
"Williams Acres CDP, New Mexico",-
"Williamsburg village, New Mexico",16776
"Windmill CDP, New Mexico",28750
"Winston CDP, New Mexico",-
"Yah-ta-hey CDP, New Mexico",17131
"Youngsville CDP, New Mexico",17750
"Zia Pueblo CDP, New Mexico",26964
"Zuni Pueblo CDP, New Mexico",20830
"Accord CDP, New York",42587
"Adams village, New York",39680
"Adams Center CDP, New York",55064
"Addison village, New York",30602
"Afton village, New York",28333
"Airmont village, New York",43750
"Akron village, New York",36392
"Akwesasne CDP, New York",27522
"Albany city, New York",32460
"Albertson CDP, New York",57388
"Albion village, New York",28371
"Alden village, New York",39667
"Alexander village, New York",40333
"Alexandria Bay village, New York",31894
"Alfred village, New York",6025
"Allegany village, New York",37339
"Almond village, New York",29688
"Altamont village, New York",56375
"Altmar CDP, New York",40313
"Altona CDP, New York",20673
"Amagansett CDP, New York",94000
"Amenia CDP, New York",47230
"Ames village, New York",54167
"Amityville village, New York",48041
"Amsterdam city, New York",31240
"Andes CDP, New York",44808
"Andover village, New York",33320
"Angelica village, New York",36750
"Angola village, New York",34942
"Angola on the Lake CDP, New York",43337
"Antwerp village, New York",33750
"Apalachin CDP, New York",44088
"Aquebogue CDP, New York",49151
"Arcade village, New York",36816
"Ardsley village, New York",103221
"Argyle village, New York",34688
"Arkport village, New York",34973
"Arlington CDP, New York",45506
"Armonk CDP, New York",98185
"Asharoken village, New York",96458
"Athens village, New York",40096
"Atlantic Beach village, New York",70625
"Attica village, New York",38866
"Auburn city, New York",32000
"Aurora village, New York",8770
"Au Sable Forks CDP, New York",38875
"Averill Park CDP, New York",73750
"Avoca village, New York",33906
"Avon village, New York",39902
"Babylon village, New York",65843
"Bainbridge village, New York",36858
"Baiting Hollow CDP, New York",45903
"Baldwin CDP, New York",56926
"Baldwinsville village, New York",47228
"Ballston Spa village, New York",52744
"Balmville CDP, New York",46744
"Bard College CDP, New York",5983
"Bardonia CDP, New York",57831
"Barker village, New York",33654
"Barneveld CDP, New York",75670
"Barnum Island CDP, New York",50250
"Barrytown CDP, New York",57917
"Barryville CDP, New York",34808
"Batavia city, New York",35980
"Bath village, New York",28809
"Baxter Estates village, New York",76429
"Bay Park CDP, New York",41324
"Bayport CDP, New York",65243
"Bay Shore CDP, New York",45586
"Bayville village, New York",68472
"Baywood CDP, New York",41650
"Beacon city, New York",51607
"Beaver Dam Lake CDP, New York",43429
"Bedford CDP, New York",75446
"Bedford Hills CDP, New York",48750
"Belfast CDP, New York",27056
"Bellerose village, New York",72841
"Bellerose Terrace CDP, New York",43143
"Belle Terre village, New York",73750
"Belleville CDP, New York",26188
"Bellmore CDP, New York",71083
"Bellport village, New York",89531
